tag,surrogate,alpha,seed,epoch,train_loss,test_loss,test_acc,firing_rate,seconds,train_eval_loss,train_eval_acc
snn_d1,atan,2,1,1,0.369664,0.452298,0.864600,0.124862,0.471,0.177619,0.948100
snn_d1,atan,2,1,2,0.158201,0.418013,0.876100,0.133794,0.433,0.103498,0.970800
snn_d1,atan,2,1,3,0.098392,0.372583,0.893200,0.140148,0.427,0.064612,0.980500
snn_d1,atan,2,1,4,0.064001,0.386759,0.892200,0.143145,0.422,0.050465,0.984800
snn_d1,atan,2,1,5,0.046076,0.381357,0.902800,0.147785,0.426,0.034602,0.989700
snn_d1,atan,2,1,6,0.030380,0.421753,0.896200,0.147260,0.420,0.028231,0.992500
snn_d1,atan,2,1,7,0.023373,0.450239,0.895400,0.152590,0.425,0.025939,0.992500
snn_d1,atan,2,1,8,0.021159,0.531726,0.884200,0.152989,0.419,0.026766,0.991400
snn_d1,atan,2,1,9,0.016777,0.480227,0.897500,0.154891,0.422,0.018085,0.994900
snn_d1,atan,2,1,10,0.030802,0.517472,0.892600,0.152118,0.415,0.021265,0.992900
snn_d1,atan,2,1,11,0.016217,0.483663,0.898800,0.153173,0.418,0.009357,0.997100
snn_d1,atan,2,1,12,0.012246,0.552073,0.889800,0.155706,0.408,0.009812,0.997100
snn_d1,atan,2,1,13,0.010058,0.515393,0.897700,0.157684,0.421,0.008568,0.997700
snn_d1,atan,2,1,14,0.018128,0.563715,0.895500,0.151983,0.415,0.012826,0.996200
snn_d1,atan,2,1,15,0.013064,0.555834,0.895400,0.155510,0.415,0.012288,0.995900
snn_d1,atan,2,2,1,0.360964,0.466060,0.861500,0.130324,0.427,0.173956,0.945100
snn_d1,atan,2,2,2,0.152907,0.403996,0.880600,0.135024,0.432,0.102914,0.969200
snn_d1,atan,2,2,3,0.096540,0.356122,0.899700,0.140611,0.430,0.066062,0.981400
snn_d1,atan,2,2,4,0.063753,0.361692,0.904300,0.146115,0.433,0.045644,0.988900
snn_d1,atan,2,2,5,0.045116,0.377323,0.905300,0.146814,0.430,0.030557,0.992000
snn_d1,atan,2,2,6,0.031228,0.397643,0.904100,0.149835,0.431,0.021697,0.995000
snn_d1,atan,2,2,7,0.023405,0.424955,0.899900,0.150481,0.431,0.018578,0.995200
snn_d1,atan,2,2,8,0.019653,0.455694,0.899900,0.156598,0.432,0.015480,0.996400
snn_d1,atan,2,2,9,0.015717,0.499230,0.892100,0.151029,0.429,0.020453,0.993600
snn_d1,atan,2,2,10,0.020562,0.474044,0.899200,0.145332,0.433,0.015952,0.995500
snn_d1,atan,2,2,11,0.018790,0.525375,0.899200,0.158362,0.428,0.018863,0.994000
snn_d1,atan,2,2,12,0.015913,0.550811,0.894500,0.160256,0.428,0.022340,0.993800
snn_d1,atan,2,2,13,0.015904,0.536227,0.899200,0.157363,0.423,0.021736,0.992500
snn_d1,atan,2,2,14,0.014159,0.589490,0.895200,0.160716,0.423,0.013230,0.995900
snn_d1,atan,2,2,15,0.015572,0.550825,0.904600,0.158258,0.423,0.011930,0.996100
snn_d1,atan,2,3,1,0.361979,0.456286,0.862000,0.137994,0.419,0.175712,0.947900
snn_d1,atan,2,3,2,0.155487,0.387040,0.885600,0.142021,0.423,0.111938,0.967900
snn_d1,atan,2,3,3,0.099066,0.398797,0.886300,0.146344,0.415,0.080056,0.976900
snn_d1,atan,2,3,4,0.067584,0.375844,0.900100,0.148576,0.412,0.049572,0.987100
snn_d1,atan,2,3,5,0.048254,0.422839,0.895700,0.157873,0.417,0.035750,0.989700
snn_d1,atan,2,3,6,0.032178,0.398898,0.901800,0.158157,0.400,0.028094,0.991900
snn_d1,atan,2,3,7,0.023782,0.445497,0.895200,0.159779,0.413,0.020239,0.995100
snn_d1,atan,2,3,8,0.021319,0.451476,0.898100,0.162221,0.422,0.018685,0.994700
snn_d1,atan,2,3,9,0.017846,0.463812,0.900000,0.164002,0.423,0.017056,0.994700
snn_d1,atan,2,3,10,0.019403,0.520017,0.887800,0.158860,0.418,0.020974,0.993800
snn_d1,atan,2,3,11,0.017749,0.560482,0.892600,0.166169,0.412,0.011302,0.996700
snn_d1,atan,2,3,12,0.016122,0.555390,0.895100,0.168937,0.418,0.013836,0.995300
snn_d1,atan,2,3,13,0.020167,0.554787,0.894100,0.170953,0.421,0.023745,0.991300
snn_d1,atan,2,3,14,0.019035,0.604650,0.888200,0.165410,0.417,0.015585,0.994600
snn_d1,atan,2,3,15,0.010483,0.608027,0.892700,0.166716,0.415,0.008294,0.997300
snn_d1,atan,2,4,1,0.359796,0.454607,0.864900,0.133238,0.433,0.166587,0.951200
snn_d1,atan,2,4,2,0.155205,0.401638,0.882600,0.137048,0.422,0.097887,0.972100
snn_d1,atan,2,4,3,0.096896,0.387276,0.886800,0.143279,0.427,0.072849,0.979000
snn_d1,atan,2,4,4,0.065705,0.423976,0.884900,0.153562,0.424,0.048058,0.986300
snn_d1,atan,2,4,5,0.044335,0.424252,0.892500,0.152224,0.432,0.039584,0.987800
snn_d1,atan,2,4,6,0.029841,0.407560,0.904400,0.148292,0.431,0.021319,0.994400
snn_d1,atan,2,4,7,0.024297,0.420132,0.902400,0.156697,0.426,0.014846,0.996800
snn_d1,atan,2,4,8,0.018167,0.445812,0.901100,0.157279,0.434,0.017312,0.996200
snn_d1,atan,2,4,9,0.020465,0.515766,0.891000,0.153578,0.434,0.028138,0.991300
snn_d1,atan,2,4,10,0.023244,0.515602,0.893800,0.158315,0.430,0.022357,0.992700
snn_d1,atan,2,4,11,0.020508,0.500968,0.899000,0.153068,0.436,0.016785,0.994300
snn_d1,atan,2,4,12,0.014269,0.544120,0.898300,0.158753,0.430,0.008748,0.997800
snn_d1,atan,2,4,13,0.009358,0.561342,0.900600,0.159503,0.436,0.008523,0.997200
snn_d1,atan,2,4,14,0.013033,0.574593,0.895600,0.155440,0.431,0.011156,0.996600
snn_d1,atan,2,4,15,0.016595,0.610240,0.892400,0.162236,0.430,0.017828,0.993600
snn_d2,atan,2,1,1,0.366633,0.455566,0.861500,0.124418,0.768,0.175994,0.947100
snn_d2,atan,2,1,2,0.152530,0.408027,0.880500,0.127968,0.730,0.088011,0.974300
snn_d2,atan,2,1,3,0.095740,0.405914,0.889500,0.130025,0.737,0.072900,0.976800
snn_d2,atan,2,1,4,0.063797,0.393808,0.899400,0.123985,0.726,0.042940,0.984900
snn_d2,atan,2,1,5,0.052614,0.399379,0.903200,0.122248,0.721,0.034136,0.989600
snn_d2,atan,2,1,6,0.036540,0.422989,0.905300,0.124618,0.721,0.024151,0.992300
snn_d2,atan,2,1,7,0.032082,0.491686,0.905800,0.131217,0.723,0.024056,0.990600
snn_d2,atan,2,1,8,0.030020,0.524662,0.900800,0.127352,0.720,0.028577,0.990000
snn_d2,atan,2,1,9,0.026832,0.529141,0.898200,0.127815,0.728,0.023950,0.991700
snn_d2,atan,2,1,10,0.023568,0.542858,0.899200,0.129637,0.722,0.018127,0.993200
snn_d2,atan,2,1,11,0.021038,0.594785,0.892100,0.125364,0.721,0.023304,0.992100
snn_d2,atan,2,1,12,0.021877,0.559231,0.907200,0.130506,0.721,0.015217,0.995800
snn_d2,atan,2,1,13,0.020330,0.541642,0.905900,0.125828,0.720,0.018599,0.993800
snn_d2,atan,2,1,14,0.016870,0.628522,0.896900,0.129575,0.710,0.018738,0.993200
snn_d2,atan,2,1,15,0.018183,0.566878,0.910300,0.127733,0.722,0.012146,0.995300
snn_d2,atan,2,2,1,0.365887,0.461602,0.864200,0.127441,0.707,0.173044,0.948700
snn_d2,atan,2,2,2,0.149891,0.390779,0.882200,0.121987,0.713,0.112335,0.965900
snn_d2,atan,2,2,3,0.095935,0.377724,0.896600,0.120830,0.715,0.060834,0.982300
snn_d2,atan,2,2,4,0.068510,0.408851,0.895200,0.118957,0.698,0.043548,0.987900
snn_d2,atan,2,2,5,0.050393,0.437699,0.897300,0.122348,0.707,0.039848,0.988100
snn_d2,atan,2,2,6,0.038643,0.435388,0.898700,0.122698,0.703,0.028374,0.990600
snn_d2,atan,2,2,7,0.032546,0.493588,0.896800,0.128940,0.709,0.033480,0.987700
snn_d2,atan,2,2,8,0.029680,0.506967,0.900500,0.126357,0.705,0.024879,0.991800
snn_d2,atan,2,2,9,0.026545,0.516517,0.900300,0.128201,0.715,0.024643,0.992200
snn_d2,atan,2,2,10,0.022902,0.544436,0.899400,0.124021,0.710,0.022291,0.993400
snn_d2,atan,2,2,11,0.021720,0.588982,0.895700,0.127787,0.703,0.019271,0.993600
snn_d2,atan,2,2,12,0.019474,0.576216,0.904200,0.128362,0.714,0.015976,0.995600
snn_d2,atan,2,2,13,0.019297,0.566267,0.900400,0.127613,0.704,0.015734,0.994900
snn_d2,atan,2,2,14,0.017820,0.580685,0.905400,0.128254,0.709,0.010886,0.995700
snn_d2,atan,2,2,15,0.017898,0.614533,0.901100,0.125236,0.706,0.017710,0.994000
snn_d2,atan,2,3,1,0.366770,0.423180,0.871900,0.132118,0.720,0.158700,0.952400
snn_d2,atan,2,3,2,0.151835,0.369472,0.890100,0.120003,0.718,0.101645,0.969800
snn_d2,atan,2,3,3,0.095485,0.394347,0.890300,0.124831,0.717,0.077731,0.976200
snn_d2,atan,2,3,4,0.066376,0.401520,0.894000,0.120120,0.723,0.051179,0.985100
snn_d2,atan,2,3,5,0.048699,0.469410,0.896300,0.125564,0.719,0.047701,0.984900
snn_d2,atan,2,3,6,0.040454,0.447166,0.899100,0.124420,0.723,0.036307,0.988800
snn_d2,atan,2,3,7,0.032518,0.477769,0.892600,0.126518,0.722,0.030128,0.990500
snn_d2,atan,2,3,8,0.028037,0.518987,0.898200,0.131450,0.715,0.030503,0.990500
snn_d2,atan,2,3,9,0.029466,0.526533,0.893000,0.128351,0.708,0.025763,0.991800
snn_d2,atan,2,3,10,0.022301,0.562389,0.900800,0.130488,0.720,0.018947,0.993500
snn_d2,atan,2,3,11,0.017956,0.582546,0.899400,0.134450,0.718,0.016336,0.994100
snn_d2,atan,2,3,12,0.021939,0.561668,0.900700,0.128576,0.719,0.021553,0.992800
snn_d2,atan,2,3,13,0.021384,0.552607,0.899700,0.131753,0.710,0.022547,0.991900
snn_d2,atan,2,3,14,0.017548,0.605097,0.900700,0.131556,0.718,0.011966,0.996100
snn_d2,atan,2,3,15,0.017427,0.630297,0.899300,0.132291,0.720,0.017136,0.994900
snn_d2,atan,2,4,1,0.364959,0.486647,0.853400,0.130232,0.708,0.177009,0.945500
snn_d2,atan,2,4,2,0.152113,0.411036,0.883700,0.127001,0.720,0.099129,0.969700
snn_d2,atan,2,4,3,0.093750,0.408923,0.885100,0.122326,0.711,0.066486,0.979100
snn_d2,atan,2,4,4,0.067016,0.402258,0.893600,0.121792,0.706,0.054461,0.982700
snn_d2,atan,2,4,5,0.047603,0.483825,0.882800,0.125893,0.712,0.054440,0.981400
snn_d2,atan,2,4,6,0.040605,0.497588,0.896000,0.127415,0.705,0.034838,0.986400
snn_d2,atan,2,4,7,0.034590,0.471546,0.903400,0.126209,0.710,0.023544,0.991300
snn_d2,atan,2,4,8,0.031076,0.478862,0.904000,0.131230,0.700,0.023564,0.992500
snn_d2,atan,2,4,9,0.026493,0.530864,0.900600,0.133529,0.707,0.031836,0.989800
snn_d2,atan,2,4,10,0.023306,0.526348,0.897900,0.126395,0.713,0.026006,0.990800
snn_d2,atan,2,4,11,0.021885,0.567599,0.897200,0.130343,0.711,0.020958,0.992100
snn_d2,atan,2,4,12,0.021704,0.563116,0.905000,0.131583,0.714,0.015592,0.994500
snn_d2,atan,2,4,13,0.015911,0.626656,0.900200,0.134220,0.708,0.011689,0.995600
snn_d2,atan,2,4,14,0.017746,0.625793,0.897800,0.132569,0.712,0.021632,0.992400
snn_d2,atan,2,4,15,0.021095,0.599513,0.899200,0.132371,0.715,0.021315,0.992300
snn_d3,atan,2,1,1,0.368841,0.497690,0.844600,0.107992,1.052,0.200881,0.940700
snn_d3,atan,2,1,2,0.170534,0.430311,0.880000,0.107190,1.001,0.116103,0.966100
snn_d3,atan,2,1,3,0.117151,0.433378,0.884800,0.109217,1.010,0.092698,0.972400
snn_d3,atan,2,1,4,0.089493,0.424531,0.892400,0.109873,0.984,0.060317,0.981500
snn_d3,atan,2,1,5,0.076466,0.467101,0.890900,0.107042,1.002,0.058053,0.981500
snn_d3,atan,2,1,6,0.067386,0.468621,0.894400,0.105296,1.012,0.049513,0.984600
snn_d3,atan,2,1,7,0.058151,0.475116,0.894400,0.106462,1.001,0.047697,0.985200
snn_d3,atan,2,1,8,0.053160,0.532298,0.884800,0.103446,0.985,0.049766,0.983400
snn_d3,atan,2,1,9,0.045492,0.469365,0.893600,0.101206,1.010,0.031115,0.991100
snn_d3,atan,2,1,10,0.038827,0.538597,0.896500,0.104985,1.020,0.029662,0.990500
snn_d3,atan,2,1,11,0.041106,0.509305,0.893800,0.099883,0.998,0.041390,0.985900
snn_d3,atan,2,1,12,0.037583,0.506177,0.901900,0.102528,0.990,0.025439,0.992500
snn_d3,atan,2,1,13,0.034881,0.540263,0.895000,0.100293,1.003,0.028275,0.990600
snn_d3,atan,2,1,14,0.034186,0.523299,0.902100,0.101993,1.006,0.026679,0.992300
snn_d3,atan,2,1,15,0.031899,0.524101,0.902000,0.100463,0.996,0.025242,0.992100
snn_d3,atan,2,2,1,0.367112,0.488969,0.857500,0.108724,1.008,0.194733,0.938500
snn_d3,atan,2,2,2,0.165904,0.442357,0.870000,0.103292,1.003,0.131161,0.961800
snn_d3,atan,2,2,3,0.117720,0.437786,0.882900,0.107455,1.020,0.107085,0.965900
snn_d3,atan,2,2,4,0.096164,0.379610,0.898800,0.103939,1.003,0.061275,0.981900
snn_d3,atan,2,2,5,0.072947,0.453314,0.894800,0.105567,0.998,0.049606,0.986100
snn_d3,atan,2,2,6,0.067708,0.439426,0.893800,0.101513,1.002,0.045324,0.985700
snn_d3,atan,2,2,7,0.056675,0.470040,0.895300,0.103805,1.000,0.046941,0.984900
snn_d3,atan,2,2,8,0.049916,0.483472,0.897900,0.101882,1.006,0.038099,0.987900
snn_d3,atan,2,2,9,0.046674,0.462105,0.900100,0.101533,1.005,0.036142,0.987900
snn_d3,atan,2,2,10,0.041429,0.542508,0.895800,0.102562,1.007,0.032519,0.990600
snn_d3,atan,2,2,11,0.044165,0.508526,0.898200,0.103286,1.017,0.027618,0.991100
snn_d3,atan,2,2,12,0.036004,0.537561,0.897800,0.101928,1.013,0.030088,0.990000
snn_d3,atan,2,2,13,0.038256,0.536374,0.899500,0.100272,0.994,0.022870,0.993100
snn_d3,atan,2,2,14,0.032818,0.595362,0.896200,0.100426,1.020,0.030609,0.991300
snn_d3,atan,2,2,15,0.034347,0.542774,0.896900,0.098675,0.993,0.039869,0.987800
snn_d3,atan,2,3,1,0.364358,0.413947,0.873400,0.106421,0.999,0.154308,0.954300
snn_d3,atan,2,3,2,0.167737,0.438566,0.875200,0.104752,1.001,0.122972,0.961000
snn_d3,atan,2,3,3,0.118828,0.409687,0.890000,0.108160,1.010,0.090124,0.971300
snn_d3,atan,2,3,4,0.089589,0.397437,0.894500,0.101374,0.997,0.063340,0.979500
snn_d3,atan,2,3,5,0.073603,0.432884,0.898400,0.102123,1.005,0.055466,0.982200
snn_d3,atan,2,3,6,0.067211,0.395996,0.899400,0.099987,1.009,0.050428,0.984900
snn_d3,atan,2,3,7,0.058294,0.468080,0.891800,0.101232,1.013,0.053410,0.982600
snn_d3,atan,2,3,8,0.049516,0.478225,0.896700,0.102844,1.010,0.045402,0.985300
snn_d3,atan,2,3,9,0.045094,0.507112,0.897900,0.102123,1.003,0.035169,0.988500
snn_d3,atan,2,3,10,0.042443,0.599625,0.888900,0.104455,1.003,0.047735,0.985800
snn_d3,atan,2,3,11,0.039960,0.517815,0.894800,0.102100,0.999,0.036580,0.987400
snn_d3,atan,2,3,12,0.036495,0.518253,0.905300,0.099763,1.014,0.023423,0.991800
snn_d3,atan,2,3,13,0.036815,0.526838,0.902400,0.100814,1.007,0.031661,0.989400
snn_d3,atan,2,3,14,0.033340,0.592801,0.887500,0.100559,1.001,0.029932,0.989600
snn_d3,atan,2,3,15,0.032095,0.509156,0.907000,0.099439,1.002,0.026464,0.991200
snn_d3,atan,2,4,1,0.367782,0.540657,0.839300,0.118114,1.003,0.190838,0.938700
snn_d3,atan,2,4,2,0.169177,0.424002,0.881100,0.112662,1.002,0.107056,0.968900
snn_d3,atan,2,4,3,0.120913,0.433040,0.885800,0.109927,0.985,0.085755,0.973700
snn_d3,atan,2,4,4,0.099032,0.419728,0.893400,0.109749,1.016,0.066066,0.979100
snn_d3,atan,2,4,5,0.077374,0.442663,0.891100,0.112912,1.008,0.057077,0.983200
snn_d3,atan,2,4,6,0.065310,0.457339,0.894300,0.111276,1.004,0.040624,0.987100
snn_d3,atan,2,4,7,0.056727,0.433089,0.906200,0.110805,1.005,0.035795,0.989200
snn_d3,atan,2,4,8,0.053335,0.459824,0.899800,0.106113,1.018,0.049237,0.986100
snn_d3,atan,2,4,9,0.043068,0.496986,0.901300,0.109558,0.997,0.036620,0.988300
snn_d3,atan,2,4,10,0.046724,0.516853,0.896400,0.108036,1.024,0.032288,0.989400
snn_d3,atan,2,4,11,0.044592,0.509576,0.895900,0.106434,1.001,0.036380,0.986800
snn_d3,atan,2,4,12,0.031973,0.502954,0.908200,0.105901,1.005,0.023834,0.992300
snn_d3,atan,2,4,13,0.036285,0.530133,0.896900,0.104362,1.016,0.033429,0.987900
snn_d3,atan,2,4,14,0.031718,0.495838,0.905400,0.105877,0.997,0.020052,0.993400
snn_d3,atan,2,4,15,0.030528,0.513347,0.909600,0.106494,1.009,0.018189,0.994600
snn_d4,atan,2,1,1,0.434635,0.498879,0.847700,0.141065,1.377,0.196871,0.940000
